R,G,B
70.80553173,68.98649228,66.47148370
70.90619640,69.15276587,66.55263722
70.97448542,69.31389365,66.66938250
71.01886792,69.43010292,66.71162093
71.13829331,69.64837050,66.83447684
71.22319897,69.82590051,66.96440823
71.34894940,70.06957547,67.13668525
71.46826758,70.26715266,67.21590909
71.60237993,70.49539022,67.36352916
71.65083619,70.70186535,67.40083619
71.81625214,70.93203259,67.55124357
71.91756003,71.07407804,67.68814322
71.66509434,70.85956261,67.51350772
70.67978130,69.69757719,66.63175386
70.02883791,68.52798027,65.99431818
69.97813036,68.17795883,65.83018868
70.00578902,68.12564322,65.83662093
69.80896226,67.76050600,65.59927101
69.59058748,67.27690823,65.33672813
69.62703688,67.16498714,65.34037307
69.94307461,67.51533019,65.56464408
69.94093053,67.58629931,65.65533877
69.77647942,67.38304031,65.50053602
69.75782590,67.33844340,65.46944683
69.82890223,67.43589194,65.55896226
70.01179245,67.70197256,65.73542024
70.09198113,67.90759005,65.85720412
70.18128216,68.10002144,65.92292024
70.23906518,68.29588336,66.06153516
70.32064751,68.42356346,66.16112779
70.40501715,68.55381647,66.20969125
70.49185249,68.73391938,66.30767581
70.55060034,68.88314751,66.42152659
70.67935249,69.08051029,66.51318611
70.82043310,69.33608491,66.63582762
70.92174099,69.54266724,66.78902230
71.03837907,69.81346484,66.95004288
71.04331046,69.86042024,66.98241852
70.68964408,69.53527015,66.65340909
69.64826329,68.08694254,65.75503859
69.00525300,66.93621355,65.06936106
68.97019726,66.57568611,64.93053173
68.89054460,66.27369211,64.79063036
68.68674957,65.78816467,64.50707547
68.31057033,65.18514151,64.16219983
68.21665952,65.00653945,64.07300600
68.50332333,65.34594768,64.37896655
68.66895369,65.57161235,64.43246141
68.57707976,65.39890652,64.37253431
68.51039880,65.34959262,64.33265437
68.60548885,65.51114923,64.42088336
68.79963551,65.73424099,64.64976415
68.97341338,65.99656947,64.74442539
69.08211835,66.20969125,64.92795883
69.14987136,66.41102058,65.04652659
69.26318611,66.57729417,65.14526158
69.38089623,66.82343482,65.22737993
69.48552744,67.06721698,65.36438679
69.55328045,67.29513293,65.47009005
